# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
LSM2	YBL026W	YBL026W_mRNA	protein_coding	0	0	0	21	4	0	0	0	0	0	0	0	0	17
LSR1	LSR1	LSR1_snRNA	snRNA	0	0	0	5	5	0	0	0	0	0	0	0	0	0
LST7	YGR057C	YGR057C_mRNA	protein_coding	0	0	0	14	14	0	0	0	0	0	0	0	0	0
LTE1	YAL024C	YAL024C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
LUC7	YDL087C	YDL087C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
LYS2	YBR115C	YBR115C_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0
MAD1	YGL086W	YGL086W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MAK16	YAL025C	YAL025C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
MAK31	YCR020C-A	YCR020C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MAK32	YCR019W	YCR019W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MAL11	YGR289C	YGR289C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MAL13	YGR288W	YGR288W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MAP1	YLR244C	YLR244C_mRNA	protein_coding	0	1	0	14	6	0	0	0	0	0	0	0	1	8
MCM2	YBL023C	YBL023C_mRNA	protein_coding	0	0	0	16	6	0	0	0	0	0	0	0	0	10
MCM5	YLR274W	YLR274W_mRNA	protein_coding	0	3	0	24	7	0	0	0	0	0	0	0	3	17
MCP2	YLR253W	YLR253W_mRNA	protein_coding	0	5	1	22	13	0	0	1	0	0	0	0	5	9
MCX1	YBR227C	YBR227C_mRNA	protein_coding	0	1	2	21	13	0	0	2	0	0	0	0	1	8
MDH2	YOL126C	YOL126C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MDJ2	YNL328C	YNL328C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MDL1	YLR188W	YLR188W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
MDL2	YPL270W	YPL270W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MDM1	YML104C	YML104C_mRNA	protein_coding	0	7	3	18	14	0	0	3	0	0	0	0	7	4
MDM30	YLR368W	YLR368W_mRNA	protein_coding	0	0	1	6	2	0	0	1	0	0	0	0	0	4
MEC3	YLR288C	YLR288C_mRNA	protein_coding	0	6	1	40	26	0	0	1	0	0	0	0	6	14
MEF1	YLR069C	YLR069C_mRNA	protein_coding	0	2	1	18	12	0	0	1	0	0	0	0	2	6
MEH1	YKR007W	YKR007W_mRNA	protein_coding	0	0	2	0	0	0	0	2	0	0	0	0	0	0
MEP2	YNL142W	YNL142W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
MET17	YLR303W	YLR303W_mRNA	protein_coding	0	0	0	12	7	0	0	0	0	0	0	0	0	5
MET30	YIL046W	YIL046W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
MET32	YDR253C	YDR253C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MET4	YNL103W	YNL103W_mRNA	protein_coding	0	1	1	7	1	0	0	1	0	0	0	0	1	6
MET6	YER091C	YER091C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MET8	YBR213W	YBR213W_mRNA	protein_coding	0	1	2	26	14	0	0	2	0	0	0	0	1	12
MF(ALPHA)1	YPL187W	YPL187W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MF(ALPHA)2	YGL089C	YGL089C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MFM1	YPL060W	YPL060W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MFT1	YML062C	YML062C_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
MGR1	YCL044C	YCL044C_mRNA	protein_coding	0	2	0	25	15	0	0	0	0	0	0	0	2	10
MIA40	YKL195W	YKL195W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MID2	YLR332W	YLR332W_mRNA	protein_coding	0	4	0	26	9	0	0	0	0	0	0	0	4	17
MIM2	YLR099W-A	YLR099W-A_mRNA	protein_coding	0	0	0	8	4	0	0	0	0	0	0	0	0	4
MIP1	YOR330C	YOR330C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
MIP6	YHR015W	YHR015W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MIR1	YJR077C	YJR077C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
MIX23	YBL107C	YBL107C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MKT1	YNL085W	YNL085W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MLC2	YPR188C	YPR188C_mRNA	protein_coding	0	0	0	10	4	0	0	0	0	0	0	0	0	6
MMS2	YGL087C	YGL087C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MMS22	YLR320W	YLR320W_mRNA	protein_coding	0	5	0	10	0	0	0	0	0	0	0	0	5	10
MNN10	YDR245W	YDR245W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MNN2	YBR015C	YBR015C_mRNA	protein_coding	0	5	1	16	6	0	0	1	0	0	0	0	5	10
MNN4	YKL201C	YKL201C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MNT3	YIL014W	YIL014W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
MOG1	YJR074W	YJR074W_mRNA	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	14
MOT2	YER068W	YER068W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
MPA43	YNL249C	YNL249C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MPH2	YDL247W	YDL247W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MRC1	YCL061C	YCL061C_mRNA	protein_coding	0	7	10	41	23	0	0	10	0	0	0	0	7	18
MRN1	YPL184C	YPL184C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MRP10	YDL045W-A	YDL045W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MRP13	YGR084C	YGR084C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MRPL1	YDR116C	YDR116C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
MRPL13	YKR006C	YKR006C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MRPL15	YLR312W-A	YLR312W-A_mRNA	protein_coding	0	3	1	32	18	0	0	1	0	0	0	0	3	14
MRPL31	YKL138C	YKL138C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MRPS17	YMR188C	YMR188C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MRPS18	YNL306W	YNL306W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MRPS5	YBR251W	YBR251W_mRNA	protein_coding	0	0	0	14	14	0	0	0	0	0	0	0	0	0
MRS2	YOR334W	YOR334W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MRX14	YDR115W	YDR115W_mRNA	protein_coding	0	0	1	5	0	0	0	1	0	0	0	0	0	5
MRX5	YJL147C	YJL147C_mRNA	protein_coding	0	0	1	1	1	0	0	1	0	0	0	0	0	0
MSB1	YOR188W	YOR188W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MSB2	YGR014W	YGR014W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MSC1	YML128C	YML128C_mRNA	protein_coding	0	6	3	34	11	0	0	3	0	0	0	0	6	23
MSC2	YDR205W	YDR205W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
MSC3	YLR219W	YLR219W_mRNA	protein_coding	0	0	0	8	7	0	0	0	0	0	0	0	0	1
MSH1	YHR120W	YHR120W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MSH6	YDR097C	YDR097C_mRNA	protein_coding	0	0	2	2	2	0	0	2	0	0	0	0	0	0
MSL5	YLR116W	YLR116W_mRNA	protein_coding	0	2	1	33	8	0	0	1	0	0	0	0	2	25
MSP1	YGR028W	YGR028W_mRNA	protein_coding	0	0	0	9	8	0	0	0	0	0	0	0	0	1
MSS4	YDR208W	YDR208W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MST1	YKL194C	YKL194C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
MST28	YAR033W	YAR033W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MTC3	YGL226W	YGL226W_mRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0
MTC4	YBR255W	YBR255W_mRNA	protein_coding	0	3	2	20	14	0	0	2	0	0	0	0	3	6
MTC5	YDR128W	YDR128W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MTE1	YGR042W	YGR042W_mRNA	protein_coding	0	3	3	37	17	0	0	3	0	0	0	0	3	20
MTH1	YDR277C	YDR277C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MTL1	YGR023W	YGR023W_mRNA	protein_coding	0	4	2	14	5	0	0	2	0	0	0	0	4	9
MUP1	YGR055W	YGR055W_mRNA	protein_coding	0	2	1	25	13	0	0	1	0	0	0	0	2	12
MYO5	YMR109W	YMR109W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MZM1	YDR493W	YDR493W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NAB3	YPL190C	YPL190C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
NAB6	YML117W	YML117W_mRNA	protein_coding	0	0	1	4	0	0	0	1	0	0	0	0	0	4
NAG1	YGR031C-A	YGR031C-A_mRNA	protein_coding	0	0	0	12	6	0	0	0	0	0	0	0	0	6
NAR1	YNL240C	YNL240C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NAT3	YPR131C	YPR131C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NBP35	YGL091C	YGL091C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
NCL1	YBL024W	YBL024W_mRNA	protein_coding	0	0	1	19	3	0	0	1	0	0	0	0	0	16
NDC1	YML031W	YML031W_mRNA	protein_coding	0	7	1	44	26	0	0	1	0	0	0	0	7	18
NDE2	YDL085W	YDL085W_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0
NDI1	YML120C	YML120C_mRNA	protein_coding	0	4	1	31	28	0	0	1	0	0	0	0	4	3
NDL1	YLR254C	YLR254C_mRNA	protein_coding	0	0	0	28	13	0	0	0	0	0	0	0	0	15
NEJ1	YLR265C	YLR265C_mRNA	protein_coding	0	0	3	19	10	0	0	3	0	0	0	0	0	9
NFI1	YOR156C	YOR156C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
NFT1	YKR103W	YKR103W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NGL3	YML118W	YML118W_mRNA	protein_coding	0	0	0	9	1	0	0	0	0	0	0	0	0	8
NGR1	YBR212W	YBR212W_mRNA	protein_coding	0	3	2	32	14	0	0	2	0	0	0	0	3	18
NIF3	YGL221C	YGL221C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
NIT2	YJL126W	YJL126W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NIT3	YLR351C	YLR351C_mRNA	protein_coding	0	1	1	27	8	0	0	1	0	0	0	0	1	19
NKP2	YLR315W	YLR315W_mRNA	protein_coding	0	0	0	33	11	0	0	0	0	0	0	0	0	22
NMA1	YLR328W	YLR328W_mRNA	protein_coding	0	2	0	18	18	0	0	0	0	0	0	0	2	0
NMD4	YLR363C	YLR363C_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
NNF2	YGR089W	YGR089W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NNT1	YLR285W	YLR285W_mRNA	protein_coding	0	2	3	43	27	0	0	3	0	0	0	0	2	16
NOP15	YNL110C	YNL110C_mRNA	protein_coding	0	4	0	24	11	0	0	0	0	0	0	0	4	13
NOP8	YOL144W	YOL144W_mRNA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	6
NOP9	YJL010C	YJL010C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NPA3	YJR072C	YJR072C_mRNA	protein_coding	0	4	2	15	13	0	0	2	0	0	0	0	4	2
NPC2	YDL046W	YDL046W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
NPL6	YMR091C	YMR091C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
NPP1	YCR026C	YCR026C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NQM1	YGR043C	YGR043C_mRNA	protein_coding	0	2	1	41	26	0	0	1	0	0	0	0	2	15
NRK1	YNL129W	YNL129W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NTA1	YJR062C	YJR062C_mRNA	protein_coding	0	4	2	10	3	0	0	2	0	0	0	0	4	7
NTH2	YBR001C	YBR001C_mRNA	protein_coding	0	2	3	25	13	0	0	3	0	0	0	0	2	12
NUP145	YGL092W	YGL092W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NUP170	YBL079W	YBL079W_mRNA	protein_coding	1	0	0	0	0	1	0	0	0	0	0	0	0	0
NUP188	YML103C	YML103C_mRNA	protein_coding	0	1	2	22	13	0	0	2	0	0	0	0	1	9
NUP2	YLR335W	YLR335W_mRNA	protein_coding	0	0	1	24	17	0	0	1	0	0	0	0	0	7
NUP85	YJR042W	YJR042W_mRNA	protein_coding	0	1	2	26	13	0	0	2	0	0	0	0	1	13
NYV1	YLR093C	YLR093C_mRNA	protein_coding	0	3	1	33	19	0	1	1	0	0	0	0	3	13
OAF1	YAL051W	YAL051W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OAF3	YKR064W	YKR064W_mRNA	protein_coding	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OCA1	YNL099C	YNL099C_mRNA	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	0	4
OCT1	YKL134C	YKL134C_mRNA	protein_coding	0	0	1	1	1	0	0	1	0	0	0	0	0	0
OM14	YBR230C	YBR230C_mRNA	protein_coding	0	0	0	10	10	0	0	0	0	0	0	0	0	0
OPI3	YJR073C	YJR073C_mRNA	protein_coding	0	2	0	14	14	0	0	0	0	0	0	0	2	0
OPI9	YLR338W	YLR338W_mRNA	protein_coding	0	1	2	47	31	0	0	2	0	0	0	0	1	16
ORC1	YML065W	YML065W_mRNA	protein_coding	0	4	2	15	0	0	0	2	0	0	0	0	4	15
ORC6	YHR118C	YHR118C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ORM1	YGR038W	YGR038W_mRNA	protein_coding	0	0	0	7	3	0	0	0	0	0	0	0	0	4
ORM2	YLR350W	YLR350W_mRNA	protein_coding	0	1	0	27	19	0	0	0	0	0	0	0	1	8
ORT1	YOR130C	YOR130C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OSH6	YKR003W	YKR003W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
OSM1	YJR051W	YJR051W_mRNA	protein_coding	0	1	0	14	13	0	0	0	0	0	0	0	1	1
OST5	YGL226C-A	YGL226C-A_mRNA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7
OSW7	YFR039C	YFR039C_mRNA	protein_coding	0	0	1	11	9	0	0	1	0	0	0	0	0	2
OXA1	YER154W	YER154W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OXR1	YPL196W	YPL196W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PAC11	YDR488C	YDR488C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PAL1	YDR348C	YDR348C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PAM1	YDR251W	YDR251W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PAM17	YKR065C	YKR065C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PAU10	YDR542W	YDR542W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PAU15	YIR041W	YIR041W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PAU19	YMR325W	YMR325W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
PAU4	YLR461W	YLR461W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PBI2	YNL015W	YNL015W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
PBN1	YCL052C	YCL052C_mRNA	protein_coding	0	3	1	37	14	0	0	1	0	0	0	0	3	23
PBP4	YDL053C	YDL053C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PBS2	YJL128C	YJL128C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PCL8	YPL219W	YPL219W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PCS60	YBR222C	YBR222C_mRNA	protein_coding	0	3	0	32	21	0	0	0	0	0	0	0	3	11
PDB1	YBR221C	YBR221C_mRNA	protein_coding	0	0	1	32	21	0	0	1	0	0	0	0	0	11
PDC6	YGR087C	YGR087C_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
PDI1	YCL043C	YCL043C_mRNA	protein_coding	0	3	1	19	13	0	0	1	0	0	0	0	3	6
PDR11	YIL013C	YIL013C_mRNA	protein_coding	0	0	1	1	1	0	0	1	0	0	0	0	0	0
PDR3	YBL005W	YBL005W_mRNA	protein_coding	0	5	4	24	4	0	0	4	0	0	0	0	5	20
PDR5	YOR153W	YOR153W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PDR8	YLR266C	YLR266C_mRNA	protein_coding	0	3	1	19	10	0	0	1	0	0	0	0	3	9
PDS1	YDR113C	YDR113C_mRNA	protein_coding	0	0	0	6	5	0	0	0	0	0	0	0	0	1
PEF1	YGR058W	YGR058W_mRNA	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	13
PEP1	YBL017C	YBL017C_mRNA	protein_coding	0	11	7	35	22	0	0	7	0	0	0	0	11	13
PER33	YLR064W	YLR064W_mRNA	protein_coding	0	1	0	12	12	0	0	0	0	0	0	0	1	0
PET112	YBL080C	YBL080C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PET122	YER153C	YER153C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PET123	YOR158W	YOR158W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PET18	YCR020C	YCR020C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PET191	YJR034W	YJR034W_mRNA	protein_coding	0	0	0	25	16	0	0	0	0	0	0	0	0	9
PET309	YLR067C	YLR067C_mRNA	protein_coding	0	4	1	15	6	0	0	1	0	0	0	0	4	9
PET9	YBL030C	YBL030C_mRNA	protein_coding	0	0	0	15	3	0	0	0	0	0	0	0	0	12
PEX1	YKL197C	YKL197C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
PEX11	YOL147C	YOL147C_mRNA	protein_coding	0	5	0	22	21	0	0	0	0	0	0	0	5	1
PEX18	YHR160C	YHR160C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PEX30	YLR324W	YLR324W_mRNA	protein_coding	0	0	0	7	2	0	0	0	0	0	0	0	0	5
PEX34	YCL056C	YCL056C_mRNA	protein_coding	0	0	0	31	20	0	0	0	0	0	0	0	0	11
PEX5	YDR244W	YDR244W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PEX6	YNL329C	YNL329C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
PFK2	YMR205C	YMR205C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PFY1	YOR122C	YOR122C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
PGA3	YML125C	YML125C_mRNA	protein_coding	0	5	3	51	22	0	0	3	0	0	0	0	5	29
PGD1	YGL025C	YGL025C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PGK1	YCR012W	YCR012W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PGM2	YMR105C	YMR105C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PHO23	YNL097C	YNL097C_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
PHO4	YFR034C	YFR034C_mRNA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7
PHO84	YML123C	YML123C_mRNA	protein_coding	0	13	3	38	26	0	0	3	0	0	0	0	13	12
PIB2	YGL023C	YGL023C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PIG1	YLR273C	YLR273C_mRNA	protein_coding	0	3	8	15	9	0	0	8	0	0	0	0	3	6
PIG2	YIL045W	YIL045W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PIL1	YGR086C	YGR086C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PIM1	YBL022C	YBL022C_mRNA	protein_coding	0	7	1	18	0	0	0	1	0	0	0	0	7	18
PKC1	YBL105C	YBL105C_mRNA	protein_coding	0	1	1	0	0	0	0	1	0	0	0	0	1	0
PKH1	YDR490C	YDR490C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
PKP2	YGL059W	YGL059W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PLC1	YPL268W	YPL268W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
PLM2	YDR501W	YDR501W_mRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0
PML39	YML107C	YML107C_mRNA	protein_coding	0	1	2	35	24	0	0	2	0	0	0	0	1	11
PMP1	YCR024C-A	YCR024C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PMP3	YDR276C	YDR276C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PMS1	YNL082W	YNL082W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
POA1	YBR022W	YBR022W_mRNA	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5
POB3	YML069W	YML069W_mRNA	protein_coding	0	2	0	31	15	0	0	0	0	0	0	0	2	16
POF1	YCL047C	YCL047C_mRNA	protein_coding	0	2	0	31	19	0	0	0	0	0	0	0	2	12
POG1	YIL122W	YIL122W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
POL1	YNL102W	YNL102W_mRNA	protein_coding	0	0	1	3	1	0	0	1	0	0	0	0	0	2
POL32	YJR043C	YJR043C_mRNA	protein_coding	0	1	2	25	10	0	0	2	0	0	0	0	1	15
POL4	YCR014C	YCR014C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
POP4	YBR257W	YBR257W_mRNA	protein_coding	0	2	0	19	2	0	0	0	0	0	0	0	2	17
POP6	YGR030C	YGR030C_mRNA	protein_coding	0	0	0	10	4	0	0	0	0	0	0	0	0	6
POP8	YBL018C	YBL018C_mRNA	protein_coding	0	4	2	33	13	0	3	2	0	1	0	0	3	18
POS5	YPL188W	YPL188W_mRNA	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	1
PPG1	YNR032W	YNR032W_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
PPM1	YDR435C	YDR435C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PPZ2	YDR436W	YDR436W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PRD1	YCL057W	YCL057W_mRNA	protein_coding	0	1	4	38	11	0	0	4	0	0	0	0	1	27
PRE8	YML092C	YML092C_mRNA	protein_coding	0	0	0	35	14	0	0	0	0	0	0	0	0	21
PRK1	YIL095W	YIL095W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PRM6	YML047C	YML047C_mRNA	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0
PRM9	YAR031W	YAR031W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PRP28	YDR243C	YDR243C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PRP39	YML046W	YML046W_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
PRP4	YPR178W	YPR178W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PRP5	YBR237W	YBR237W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
PRY1	YJL079C	YJL079C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PSF1	YDR013W	YDR013W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PSF3	YOL146W	YOL146W_mRNA	protein_coding	0	0	1	18	0	0	0	1	0	0	0	0	0	18
PSH1	YOL054W	YOL054W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
PSP1	YDR505C	YDR505C_mRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0
PTC2	YER089C	YER089C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PTK1	YKL198C	YKL198C_mRNA	protein_coding	1	0	0	1	1	1	0	0	0	0	0	0	0	0
PTK2	YJR059W	YJR059W_mRNA	protein_coding	0	6	1	18	3	0	0	1	0	0	0	0	6	15
PUB1	YNL016W	YNL016W_mRNA	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	1
PUP1	YOR157C	YOR157C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
