# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ITS2-1	ITS2-1	ITS2-1_rRNA	rRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ITT1	YML068W	YML068W_mRNA	protein_coding	0	0	0	8	2	0	0	0	0	0	0	0	0	0	6
IZH1	YDR492W	YDR492W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
IZH3	YLR023C	YLR023C_mRNA	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	0	5
JIP3	YLR331C	YLR331C_mRNA	protein_coding	0	0	0	7	4	0	0	0	0	0	0	0	0	0	3
KAP104	YBR017C	YBR017C_mRNA	protein_coding	0	6	0	21	13	0	0	0	0	0	0	0	0	6	8
KAP114	YGL241W	YGL241W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
KAP95	YLR347C	YLR347C_mRNA	protein_coding	0	0	0	8	6	0	0	0	0	0	0	0	0	0	2
KAR4	YCL055W	YCL055W_mRNA	protein_coding	0	5	0	34	11	0	0	0	0	0	0	0	0	5	23
KAR9	YPL269W	YPL269W_mRNA	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0
KCC4	YCL024W	YCL024W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
KCH1	YJR054W	YJR054W_mRNA	protein_coding	0	1	0	29	19	0	0	0	0	0	0	0	0	1	10
KEG1	YFR042W	YFR042W_mRNA	protein_coding	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0
KEL1	YHR158C	YHR158C_mRNA	protein_coding	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0
KEL3	YPL263C	YPL263C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
KGD1	YIL125W	YIL125W_mRNA	protein_coding	0	1	0	8	4	0	0	0	0	0	0	0	0	1	4
KIN1	YDR122W	YDR122W_mRNA	protein_coding	0	2	2	23	16	0	0	2	0	0	0	0	0	2	7
KIN2	YLR096W	YLR096W_mRNA	protein_coding	0	2	0	14	3	0	0	0	0	0	0	0	0	2	11
KIP3	YGL216W	YGL216W_mRNA	protein_coding	0	6	0	6	6	0	0	0	0	0	0	0	0	6	0
KRE1	YNL322C	YNL322C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
KRE33	YNL132W	YNL132W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
KRE5	YOR336W	YOR336W_mRNA	protein_coding	0	1	3	4	2	0	0	3	0	0	0	0	0	1	2
KRR1	YCL059C	YCL059C_mRNA	protein_coding	0	2	0	45	24	0	0	0	0	0	0	0	0	2	21
KSS1	YGR040W	YGR040W_mRNA	protein_coding	0	4	0	25	24	0	0	0	0	0	0	0	0	4	1
KTR3	YBR205W	YBR205W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
LAC1	YKL008C	YKL008C_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
LAG2	YOL025W	YOL025W_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
LAM1	YHR155W	YHR155W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
LAM6	YLR072W	YLR072W_mRNA	protein_coding	0	0	1	20	12	0	0	1	0	0	0	0	0	0	8
LAP2	YNL045W	YNL045W_mRNA	protein_coding	0	1	0	6	6	0	0	0	0	0	0	0	0	1	0
LCB5	YLR260W	YLR260W_mRNA	protein_coding	0	3	1	25	13	0	0	1	0	0	0	0	0	3	12
LDB7	YBL006C	YBL006C_mRNA	protein_coding	0	2	0	22	11	0	0	0	0	0	0	0	0	2	11
LDH1	YBR204C	YBR204C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
LEM3	YNL323W	YNL323W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
LEU1	YGL009C	YGL009C_mRNA	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
LEU2	YCL018W	YCL018W_mRNA	protein_coding	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0
LEU3	YLR451W	YLR451W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
LEU4	YNL104C	YNL104C_mRNA	protein_coding	0	1	0	17	12	0	0	0	0	0	0	0	0	1	5
LIA1	YJR070C	YJR070C_mRNA	protein_coding	0	2	0	16	6	0	0	0	0	0	0	0	0	2	10
LIN1	YHR156C	YHR156C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
LIP2	YLR239C	YLR239C_mRNA	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
LPP1	YDR503C	YDR503C_mRNA	protein_coding	0	3	2	0	0	0	0	2	0	0	0	0	0	3	0
LRE1	YCL051W	YCL051W_mRNA	protein_coding	0	3	5	36	22	0	0	5	0	0	0	0	0	3	14
LSM2	YBL026W	YBL026W_mRNA	protein_coding	0	0	0	15	5	0	0	0	0	0	0	0	0	0	10
LSM3	YLR438C-A	YLR438C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
LSR1	LSR1	LSR1_snRNA	snRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
LST7	YGR057C	YGR057C_mRNA	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0	0
LYS1	YIR034C	YIR034C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MAP1	YLR244C	YLR244C_mRNA	protein_coding	0	0	0	14	5	0	0	0	0	0	0	0	0	0	9
MATALPHA1	YCR040W	YCR040W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MATALPHA2	YCR039C	YCR039C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MCM10	YIL150C	YIL150C_mRNA	protein_coding	0	2	0	2	0	0	0	0	0	0	0	0	0	2	2
MCM2	YBL023C	YBL023C_mRNA	protein_coding	0	0	0	18	5	0	0	0	0	0	0	0	0	0	13
MCM4	YPR019W	YPR019W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MCM5	YLR274W	YLR274W_mRNA	protein_coding	0	5	0	20	7	0	0	0	0	0	0	0	0	5	13
MCP2	YLR253W	YLR253W_mRNA	protein_coding	0	4	1	20	16	0	0	1	0	0	0	0	0	4	4
MCX1	YBR227C	YBR227C_mRNA	protein_coding	0	1	0	8	7	0	0	0	0	0	0	0	0	1	1
MDJ2	YNL328C	YNL328C_mRNA	protein_coding	0	0	0	7	4	0	0	0	0	0	0	0	0	0	3
MDL1	YLR188W	YLR188W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MDL2	YPL270W	YPL270W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
MDM1	YML104C	YML104C_mRNA	protein_coding	0	3	1	16	10	0	0	1	0	0	0	0	0	3	6
MDM30	YLR368W	YLR368W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
MDM34	YGL219C	YGL219C_mRNA	protein_coding	0	0	0	9	1	0	0	0	0	0	0	0	0	0	8
MDM38	YOL027C	YOL027C_mRNA	protein_coding	0	0	2	2	2	0	0	2	0	0	0	0	0	0	0
MEC3	YLR288C	YLR288C_mRNA	protein_coding	0	7	3	25	14	0	0	3	0	0	0	0	0	7	11
MEF1	YLR069C	YLR069C_mRNA	protein_coding	0	5	2	13	6	0	0	2	0	0	0	0	0	5	7
MEP1	YGR121C	YGR121C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MEP2	YNL142W	YNL142W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MES1	YGR264C	YGR264C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MET17	YLR303W	YLR303W_mRNA	protein_coding	0	0	0	9	6	0	0	0	0	0	0	0	0	0	3
MET18	YIL128W	YIL128W_mRNA	protein_coding	0	1	1	10	5	0	0	1	0	0	0	0	0	1	5
MET30	YIL046W	YIL046W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MET4	YNL103W	YNL103W_mRNA	protein_coding	0	2	2	7	1	0	0	2	0	0	0	0	0	2	6
MET8	YBR213W	YBR213W_mRNA	protein_coding	0	0	1	8	3	0	0	1	0	0	0	0	0	0	5
MEU1	YLR017W	YLR017W_mRNA	protein_coding	0	2	0	1	1	0	0	0	0	0	0	0	0	2	0
MF(ALPHA)1	YPL187W	YPL187W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MFT1	YML062C	YML062C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MGA2	YIR033W	YIR033W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MGR1	YCL044C	YCL044C_mRNA	protein_coding	0	1	0	27	14	0	0	0	0	0	0	0	0	1	13
MIA40	YKL195W	YKL195W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MID2	YLR332W	YLR332W_mRNA	protein_coding	0	0	0	8	4	0	0	0	0	0	0	0	0	0	4
MIG1	YGL035C	YGL035C_mRNA	protein_coding	0	3	0	9	6	0	0	0	0	0	0	0	0	3	3
MIG2	YGL209W	YGL209W_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
MIM1	YOL026C	YOL026C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
MIM2	YLR099W-A	YLR099W-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
MIP1	YOR330C	YOR330C_mRNA	protein_coding	0	4	0	6	3	0	0	0	0	0	0	0	0	4	3
MIR1	YJR077C	YJR077C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MIS1	YBR084W	YBR084W_mRNA	protein_coding	0	1	1	9	7	0	0	1	0	0	0	0	0	1	2
MIX23	YBL107C	YBL107C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MKK2	YPL140C	YPL140C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MKT1	YNL085W	YNL085W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MLC2	YPR188C	YPR188C_mRNA	protein_coding	0	0	0	12	6	0	0	0	0	0	0	0	0	0	6
MLH2	YLR035C	YLR035C_mRNA	protein_coding	0	2	0	5	5	0	0	0	0	0	0	0	0	2	0
MLP2	YIL149C	YIL149C_mRNA	protein_coding	0	1	1	10	2	0	0	1	0	0	0	0	0	1	8
MNL2	YLR057W	YLR057W_mRNA	protein_coding	0	0	1	4	0	0	0	1	0	0	0	0	0	0	4
MNN1	YER001W	YER001W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MNN2	YBR015C	YBR015C_mRNA	protein_coding	0	5	1	16	4	0	0	1	0	0	0	0	0	5	12
MNT2	YGL257C	YGL257C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
MNT3	YIL014W	YIL014W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MOG1	YJR074W	YJR074W_mRNA	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	12
MOT2	YER068W	YER068W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MPD1	YOR288C	YOR288C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MPO1	YGL010W	YGL010W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
MPT5	YGL178W	YGL178W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
MRC1	YCL061C	YCL061C_mRNA	protein_coding	0	8	5	45	23	0	0	5	0	0	0	0	0	8	22
MRN1	YPL184C	YPL184C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MRPL1	YDR116C	YDR116C_mRNA	protein_coding	0	0	0	9	5	0	0	0	0	0	0	0	0	0	4
MRPL15	YLR312W-A	YLR312W-A_mRNA	protein_coding	0	0	0	6	3	0	0	0	0	0	0	0	0	0	3
MRPL24	YMR193W	YMR193W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MRPL25	YGR076C	YGR076C_mRNA	protein_coding	0	1	0	2	1	0	0	0	0	0	0	0	0	1	1
MRPL35	YDR322W	YDR322W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MRPL4	YLR439W	YLR439W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
MRPL6	YHR147C	YHR147C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MRPS12	YNR036C	YNR036C_mRNA	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
MRPS35	YGR165W	YGR165W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MRPS5	YBR251W	YBR251W_mRNA	protein_coding	0	0	0	14	14	0	0	0	0	0	0	0	0	0	0
MRS2	YOR334W	YOR334W_mRNA	protein_coding	0	0	0	9	4	0	0	0	0	0	0	0	0	0	5
MRT4	YKL009W	YKL009W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MRX14	YDR115W	YDR115W_mRNA	protein_coding	0	0	1	10	4	0	0	1	0	0	0	0	0	0	6
MSC1	YML128C	YML128C_mRNA	protein_coding	0	7	4	30	10	0	0	4	0	0	0	0	0	7	20
MSC3	YLR219W	YLR219W_mRNA	protein_coding	0	0	1	5	5	0	0	1	0	0	0	0	0	0	0
MSH6	YDR097C	YDR097C_mRNA	protein_coding	0	0	1	2	2	0	0	1	0	0	0	0	0	0	0
MSL5	YLR116W	YLR116W_mRNA	protein_coding	0	3	0	9	6	0	0	0	0	0	0	0	0	3	3
MSP1	YGR028W	YGR028W_mRNA	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0
MSS18	YPR134W	YPR134W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MST1	YKL194C	YKL194C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
MST27	YGL051W	YGL051W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MST28	YAR033W	YAR033W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MTC3	YGL226W	YGL226W_mRNA	protein_coding	0	0	0	12	9	0	0	0	0	0	0	0	0	0	3
MTC4	YBR255W	YBR255W_mRNA	protein_coding	0	3	3	21	17	0	0	3	0	0	0	0	0	3	4
MTC5	YDR128W	YDR128W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
MTE1	YGR042W	YGR042W_mRNA	protein_coding	0	3	4	36	17	0	0	4	0	0	0	0	0	3	19
MTH1	YDR277C	YDR277C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MTL1	YGR023W	YGR023W_mRNA	protein_coding	0	4	4	16	5	0	0	4	0	0	0	0	0	4	11
MTO1	YGL236C	YGL236C_mRNA	protein_coding	0	5	1	2	0	0	0	1	0	0	0	0	0	5	2
MTR3	YGR158C	YGR158C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
MUM2	YBR057C	YBR057C_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	3
MUP1	YGR055W	YGR055W_mRNA	protein_coding	0	3	0	16	8	0	0	0	0	0	0	0	0	3	8
MYO2	YOR326W	YOR326W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
MZM1	YDR493W	YDR493W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NAB3	YPL190C	YPL190C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NAB6	YML117W	YML117W_mRNA	protein_coding	0	0	1	2	0	0	0	1	0	0	0	0	0	0	2
NAF1	YNL124W	YNL124W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
NAG1	YGR031C-A	YGR031C-A_mRNA	protein_coding	0	0	0	8	4	0	0	0	0	0	0	0	0	0	4
NAM9	YNL137C	YNL137C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
NAT3	YPR131C	YPR131C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
NCL1	YBL024W	YBL024W_mRNA	protein_coding	0	0	1	15	3	0	0	1	0	0	0	0	0	0	12
NCS6	YGL211W	YGL211W_mRNA	protein_coding	0	1	1	7	1	0	0	1	0	0	0	0	0	1	6
NDC1	YML031W	YML031W_mRNA	protein_coding	0	6	2	41	24	0	0	2	0	0	0	0	0	6	17
NDI1	YML120C	YML120C_mRNA	protein_coding	0	5	0	26	25	0	0	0	0	0	0	0	0	5	1
NDL1	YLR254C	YLR254C_mRNA	protein_coding	0	1	0	24	7	0	0	0	0	0	0	0	0	1	17
NEJ1	YLR265C	YLR265C_mRNA	protein_coding	0	0	1	20	13	0	0	1	0	0	0	0	0	0	7
NET1	YJL076W	YJL076W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
NFS1	YCL017C	YCL017C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
NFT1	YKR103W	YKR103W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
NGL3	YML118W	YML118W_mRNA	protein_coding	0	0	0	7	1	0	0	0	0	0	0	0	0	0	6
NGR1	YBR212W	YBR212W_mRNA	protein_coding	0	1	0	12	4	0	0	0	0	0	0	0	0	1	8
NHP6B	YBR089C-A	YBR089C-A_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0
NIF3	YGL221C	YGL221C_mRNA	protein_coding	0	0	0	8	2	0	0	0	0	0	0	0	0	0	6
NIT3	YLR351C	YLR351C_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2
NKP2	YLR315W	YLR315W_mRNA	protein_coding	0	1	0	4	2	0	0	0	0	0	0	0	0	1	2
NMA1	YLR328W	YLR328W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
NMA111	YNL123W	YNL123W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NNT1	YLR285W	YLR285W_mRNA	protein_coding	0	1	0	28	15	0	0	0	0	0	0	0	0	1	13
NOP10	YHR072W-A	YHR072W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NOP15	YNL110C	YNL110C_mRNA	protein_coding	0	0	0	19	8	0	0	0	0	0	0	0	0	0	11
NOP16	YER002W	YER002W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
NOP6	YDL213C	YDL213C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
NOP8	YOL144W	YOL144W_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
NOP9	YJL010C	YJL010C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
NPA3	YJR072C	YJR072C_mRNA	protein_coding	0	5	2	10	9	0	0	2	0	0	0	0	0	5	1
NPP1	YCR026C	YCR026C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
NQM1	YGR043C	YGR043C_mRNA	protein_coding	0	3	0	42	25	0	0	0	0	0	0	0	0	3	17
NRG1	YDR043C	YDR043C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
NRG2	YBR066C	YBR066C_mRNA	protein_coding	0	0	0	9	8	0	0	0	0	0	0	0	0	0	1
NRK1	YNL129W	YNL129W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NSR1	YGR159C	YGR159C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NTA1	YJR062C	YJR062C_mRNA	protein_coding	0	5	2	10	5	0	0	2	0	0	0	0	0	5	5
NTH2	YBR001C	YBR001C_mRNA	protein_coding	0	2	3	32	21	0	0	3	0	0	0	0	0	2	11
NUC1	YJL208C	YJL208C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
NUG1	YER006W	YER006W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
NUP188	YML103C	YML103C_mRNA	protein_coding	0	3	1	12	9	0	0	1	0	0	0	0	0	3	3
NUP2	YLR335W	YLR335W_mRNA	protein_coding	0	0	0	7	5	0	0	0	0	0	0	0	0	0	2
NUP49	YGL172W	YGL172W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
NUP57	YGR119C	YGR119C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
NUP85	YJR042W	YJR042W_mRNA	protein_coding	0	2	2	26	16	0	0	2	0	0	0	0	0	2	10
NVJ2	YPR091C	YPR091C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
NYV1	YLR093C	YLR093C_mRNA	protein_coding	0	0	0	21	13	0	0	0	0	0	0	0	0	0	8
OCA1	YNL099C	YNL099C_mRNA	protein_coding	0	0	0	6	2	0	0	0	0	0	0	0	0	0	4
OCH1	YGL038C	YGL038C_mRNA	protein_coding	0	1	0	15	8	0	0	0	0	0	0	0	0	1	7
ODC1	YPL134C	YPL134C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
OLE1	YGL055W	YGL055W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
OM14	YBR230C	YBR230C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OM45	YIL136W	YIL136W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
OPI10	YOL032W	YOL032W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
OPI3	YJR073C	YJR073C_mRNA	protein_coding	0	1	0	12	12	0	0	0	0	0	0	0	0	1	0
OPI9	YLR338W	YLR338W_mRNA	protein_coding	0	0	2	14	9	0	0	2	0	0	0	0	0	0	5
OPT1	YJL212C	YJL212C_mRNA	protein_coding	0	4	1	5	5	0	0	1	0	0	0	0	0	4	0
ORC1	YML065W	YML065W_mRNA	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
ORC2	YBR060C	YBR060C_mRNA	protein_coding	0	1	1	21	9	0	0	1	0	0	0	0	0	1	12
ORM1	YGR038W	YGR038W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ORM2	YLR350W	YLR350W_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	0	1
OSH3	YHR073W	YHR073W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OSM1	YJR051W	YJR051W_mRNA	protein_coding	0	1	1	11	10	0	0	1	0	0	0	0	0	1	1
OST5	YGL226C-A	YGL226C-A_mRNA	protein_coding	0	1	0	13	4	0	0	0	0	0	0	0	0	1	9
OSW2	YLR054C	YLR054C_mRNA	protein_coding	0	1	2	5	2	0	0	2	0	0	0	0	0	1	3
OSW7	YFR039C	YFR039C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
OXA1	YER154W	YER154W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PAC10	YGR078C	YGR078C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
PAC11	YDR488C	YDR488C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PAC2	YER007W	YER007W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PAN6	YIL145C	YIL145C_mRNA	protein_coding	0	0	0	8	5	0	0	0	0	0	0	0	0	0	3
PAU11	YGL261C	YGL261C_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2
PAU15	YIR041W	YIR041W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PAU23	YLR037C	YLR037C_mRNA	protein_coding	0	0	0	8	2	0	0	0	0	0	0	0	0	0	6
PAU4	YLR461W	YLR461W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PBN1	YCL052C	YCL052C_mRNA	protein_coding	0	3	0	37	13	0	0	0	0	0	0	0	0	3	24
PCD1	YLR151C	YLR151C_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
PCL1	YNL289W	YNL289W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
PCL5	YHR071W	YHR071W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PCL8	YPL219W	YPL219W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PCM1	YEL058W	YEL058W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PCS60	YBR222C	YBR222C_mRNA	protein_coding	0	1	0	11	5	0	0	0	0	0	0	0	0	1	6
PDA1	YER178W	YER178W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PDB1	YBR221C	YBR221C_mRNA	protein_coding	0	0	0	10	5	0	0	0	0	0	0	0	0	0	5
PDC1	YLR044C	YLR044C_mRNA	protein_coding	0	0	1	3	3	0	0	1	0	0	0	0	0	0	0
PDC5	YLR134W	YLR134W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PDE1	YGL248W	YGL248W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PDI1	YCL043C	YCL043C_mRNA	protein_coding	0	4	1	19	11	0	0	1	0	0	0	0	0	4	8
PDR10	YOR328W	YOR328W_mRNA	protein_coding	0	2	0	3	3	0	0	0	0	0	0	0	0	2	0
PDR11	YIL013C	YIL013C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
PDR3	YBL005W	YBL005W_mRNA	protein_coding	0	6	4	14	1	0	0	4	0	0	0	0	0	6	13
PDR8	YLR266C	YLR266C_mRNA	protein_coding	0	1	2	22	13	0	0	2	0	0	0	0	0	1	9
PDS1	YDR113C	YDR113C_mRNA	protein_coding	0	0	0	11	6	0	0	0	0	0	0	0	0	0	5
PEF1	YGR058W	YGR058W_mRNA	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8
PEP1	YBL017C	YBL017C_mRNA	protein_coding	0	8	5	45	30	0	0	5	0	0	0	0	0	8	15
PEP7	YDR323C	YDR323C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
