# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
HXK2	YGL253W	YGL253W_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3
HXT11	YOL156W	YOL156W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
HXT12	YIL170W	YIL170W	pseudogene	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HXT15	YDL245C	YDL245C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
HXT8	YJL214W	YJL214W_mRNA	protein_coding	0	4	1	19	12	0	0	1	0	0	0	0	4	7
HXT9	YJL219W	YJL219W_mRNA	protein_coding	0	0	2	4	4	0	0	2	0	0	0	0	0	0
ICS3	YJL077C	YJL077C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ICT1	YLR099C	YLR099C_mRNA	protein_coding	0	1	1	4	3	0	0	1	0	0	0	0	1	1
IES3	YLR052W	YLR052W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
IFH1	YLR223C	YLR223C_mRNA	protein_coding	0	1	0	14	1	0	0	0	0	0	0	0	1	13
IKI3	YLR384C	YLR384C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ILM1	YJR118C	YJR118C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ILV5	YLR355C	YLR355C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
IMA4	YJL221C	YJL221C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
IMA5	YJL216C	YJL216C_mRNA	protein_coding	0	3	1	16	2	0	0	1	0	0	0	0	3	14
IMD1	YAR073W	YAR073W_mRNA	protein_coding	0	1	1	0	0	0	0	1	0	0	0	0	1	0
IMD2	YHR216W	YHR216W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
IMD4	YML056C	YML056C_mRNA	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	8
IMH1	YLR309C	YLR309C_mRNA	protein_coding	0	4	3	34	17	0	0	3	0	0	0	0	4	17
IML1	YJR138W	YJR138W_mRNA	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	2	0
IMO32	YGR031W	YGR031W_mRNA	protein_coding	0	0	1	5	3	0	0	1	0	0	0	0	0	2
IMP3	YHR148W	YHR148W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
IMT3	tM(CAU)J3	tM(CAU)J3_tRNA	protein_coding	0	0	0	28	15	0	0	0	0	0	0	0	0	13
IMT4	tM(CAU)E	tM(CAU)E_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
INO2	YDR123C	YDR123C_mRNA	protein_coding	0	3	2	30	11	0	0	2	0	0	0	0	3	19
INP52	YNL106C	YNL106C_mRNA	protein_coding	0	7	3	22	17	0	0	3	0	1	0	1	6	5
IOC2	YLR095C	YLR095C_mRNA	protein_coding	0	5	3	8	7	0	0	3	0	0	0	0	5	1
IOC3	YFR013W	YFR013W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
IPP1	YBR011C	YBR011C_mRNA	protein_coding	0	3	0	17	12	0	0	0	0	0	0	0	3	5
IRC16	YPR038W	YPR038W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
IRC2	YDR112W	YDR112W_mRNA	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	1
IRC25	YLR021W	YLR021W_mRNA	protein_coding	0	0	1	4	1	0	0	1	0	0	0	0	0	3
IRC3	YDR332W	YDR332W_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
IRC5	YFR038W	YFR038W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
IRC6	YFR043C	YFR043C_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
IRC7	YFR055W	YFR055W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
IST2	YBR086C	YBR086C_mRNA	protein_coding	0	0	0	7	2	0	0	0	0	0	0	0	0	5
ISW1	YBR245C	YBR245C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ISY1	YJR050W	YJR050W_mRNA	protein_coding	0	0	0	21	11	0	0	0	0	0	0	0	0	10
ITS1-1	ITS1-1	ITS1-1_rRNA	rRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ITS2-1	ITS2-1	ITS2-1_rRNA	rRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ITT1	YML068W	YML068W_mRNA	protein_coding	0	0	0	7	4	0	0	0	0	0	0	0	0	3
IZH1	YDR492W	YDR492W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
IZH3	YLR023C	YLR023C_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	1
JHD2	YJR119C	YJR119C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
JIP3	YLR331C	YLR331C_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
KAP104	YBR017C	YBR017C_mRNA	protein_coding	0	4	0	23	15	0	0	0	0	0	0	0	4	8
KAP122	YGL016W	YGL016W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
KAP95	YLR347C	YLR347C_mRNA	protein_coding	0	0	0	5	3	0	0	0	0	0	0	0	0	2
KAR4	YCL055W	YCL055W_mRNA	protein_coding	0	6	1	24	11	0	0	1	0	0	0	0	6	13
KAR9	YPL269W	YPL269W_mRNA	protein_coding	0	0	1	4	4	0	0	1	0	0	0	0	0	0
KCC4	YCL024W	YCL024W_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
KCH1	YJR054W	YJR054W_mRNA	protein_coding	0	2	0	41	25	0	0	0	0	0	0	0	2	16
KEG1	YFR042W	YFR042W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
KEL1	YHR158C	YHR158C_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
KEL2	YGR238C	YGR238C_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
KEL3	YPL263C	YPL263C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
KES1	YPL145C	YPL145C_mRNA	protein_coding	0	1	0	4	2	0	0	0	0	0	0	0	1	2
KGD1	YIL125W	YIL125W_mRNA	protein_coding	0	0	1	4	2	0	0	1	0	0	0	0	0	2
KIN1	YDR122W	YDR122W_mRNA	protein_coding	0	1	4	31	23	0	0	4	0	0	0	0	1	8
KIN2	YLR096W	YLR096W_mRNA	protein_coding	0	0	0	17	5	0	0	0	0	0	0	0	0	12
KIP3	YGL216W	YGL216W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
KRE33	YNL132W	YNL132W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
KRE5	YOR336W	YOR336W_mRNA	protein_coding	0	2	1	13	8	0	0	1	0	0	0	0	2	5
KRR1	YCL059C	YCL059C_mRNA	protein_coding	0	2	0	34	22	0	0	0	0	0	0	0	2	12
KSS1	YGR040W	YGR040W_mRNA	protein_coding	1	4	0	28	28	1	0	0	0	0	0	0	4	0
KTR3	YBR205W	YBR205W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
LAA1	YJL207C	YJL207C_mRNA	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0
LAG2	YOL025W	YOL025W_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
LAM6	YLR072W	YLR072W_mRNA	protein_coding	0	1	2	23	17	0	0	2	0	0	0	0	1	6
LAP2	YNL045W	YNL045W_mRNA	protein_coding	0	1	0	9	9	0	0	0	0	0	0	0	1	0
LCB5	YLR260W	YLR260W_mRNA	protein_coding	0	3	0	38	22	0	0	0	0	0	0	0	3	16
LCL2	YLR104W	YLR104W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
LDB19	YOR322C	YOR322C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
LDB7	YBL006C	YBL006C_mRNA	protein_coding	0	0	1	28	13	0	0	1	0	0	0	0	0	15
LDH1	YBR204C	YBR204C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
LEU1	YGL009C	YGL009C_mRNA	protein_coding	0	0	1	4	1	0	0	1	0	0	0	0	0	3
LEU4	YNL104C	YNL104C_mRNA	protein_coding	0	1	0	18	14	0	0	0	0	0	0	0	1	4
LIA1	YJR070C	YJR070C_mRNA	protein_coding	0	1	0	13	4	0	0	0	0	0	0	0	1	9
LIN1	YHR156C	YHR156C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
LNP1	YHR192W	YHR192W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
LPP1	YDR503C	YDR503C_mRNA	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	2	0
LRE1	YCL051W	YCL051W_mRNA	protein_coding	0	3	6	24	12	0	0	6	0	0	0	0	3	12
LRG1	YDL240W	YDL240W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
LSB1	YGR136W	YGR136W_mRNA	protein_coding	0	0	0	15	7	0	0	0	0	0	0	0	0	8
LSM2	YBL026W	YBL026W_mRNA	protein_coding	0	0	0	24	3	0	1	0	0	0	0	0	0	20
LST7	YGR057C	YGR057C_mRNA	protein_coding	0	0	0	15	15	0	0	0	0	0	0	0	0	0
MAK32	YCR019W	YCR019W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MATALPHA1	YCR040W	YCR040W_mRNA	protein_coding	0	0	0	5	3	0	0	0	0	0	0	0	0	2
MATALPHA2	YCR039C	YCR039C_mRNA	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	3
MCD1	YDL003W	YDL003W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
MCM10	YIL150C	YIL150C_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
MCM2	YBL023C	YBL023C_mRNA	protein_coding	0	0	0	17	6	0	0	0	0	0	0	0	0	11
MCM4	YPR019W	YPR019W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
MCM5	YLR274W	YLR274W_mRNA	protein_coding	0	2	0	19	4	0	0	0	0	0	0	0	2	15
MCP2	YLR253W	YLR253W_mRNA	protein_coding	0	6	1	18	15	0	0	1	0	0	0	0	6	3
MCX1	YBR227C	YBR227C_mRNA	protein_coding	0	1	0	3	2	0	0	0	0	0	0	0	1	1
MDH2	YOL126C	YOL126C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MDJ2	YNL328C	YNL328C_mRNA	protein_coding	0	0	1	10	3	0	0	1	0	0	0	0	0	7
MDL2	YPL270W	YPL270W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
MDM1	YML104C	YML104C_mRNA	protein_coding	0	3	0	1	1	0	0	0	0	0	0	0	3	0
MDM30	YLR368W	YLR368W_mRNA	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	1	2
MDM31	YHR194W	YHR194W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MDM32	YOR147W	YOR147W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MDM34	YGL219C	YGL219C_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	1
MDM38	YOL027C	YOL027C_mRNA	protein_coding	0	1	1	3	3	0	0	1	0	0	0	0	1	0
MEC3	YLR288C	YLR288C_mRNA	protein_coding	0	11	2	45	23	0	0	2	0	0	0	0	11	22
MED2	YDL005C	YDL005C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MED6	YHR058C	YHR058C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MED7	YOL135C	YOL135C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MEF1	YLR069C	YLR069C_mRNA	protein_coding	0	7	1	14	8	0	0	1	0	0	0	0	7	6
MEI4	YER044C-A	YER044C-A_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
MEP1	YGR121C	YGR121C_mRNA	protein_coding	0	2	0	26	7	0	0	0	0	0	0	0	2	19
MEP2	YNL142W	YNL142W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
MET17	YLR303W	YLR303W_mRNA	protein_coding	0	1	0	14	10	0	0	0	0	0	0	0	1	4
MET18	YIL128W	YIL128W_mRNA	protein_coding	0	1	0	5	2	0	0	0	0	0	0	0	1	3
MET2	YNL277W	YNL277W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MET30	YIL046W	YIL046W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
MET4	YNL103W	YNL103W_mRNA	protein_coding	0	1	2	8	1	0	0	2	0	0	0	0	1	7
MET5	YJR137C	YJR137C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MET8	YBR213W	YBR213W_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
MEU1	YLR017W	YLR017W_mRNA	protein_coding	0	2	0	3	3	0	0	0	0	0	0	0	2	0
MFG1	YDL233W	YDL233W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MFT1	YML062C	YML062C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MGR1	YCL044C	YCL044C_mRNA	protein_coding	0	1	0	29	17	0	0	0	0	0	0	0	1	12
MIA40	YKL195W	YKL195W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MID2	YLR332W	YLR332W_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
MIG1	YGL035C	YGL035C_mRNA	protein_coding	0	2	0	4	3	0	0	0	0	0	0	0	2	1
MIG2	YGL209W	YGL209W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
MIM1	YOL026C	YOL026C_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
MIM2	YLR099W-A	YLR099W-A_mRNA	protein_coding	0	0	0	6	1	0	0	0	0	0	0	0	0	5
MIP1	YOR330C	YOR330C_mRNA	protein_coding	0	1	1	12	7	0	0	1	0	0	0	0	1	5
MIR1	YJR077C	YJR077C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MIS1	YBR084W	YBR084W_mRNA	protein_coding	0	0	1	3	2	0	0	1	0	0	0	0	0	1
MKT1	YNL085W	YNL085W_mRNA	protein_coding	0	0	1	1	1	0	0	1	0	0	0	0	0	0
MLC2	YPR188C	YPR188C_mRNA	protein_coding	0	0	0	10	4	0	0	0	0	0	0	0	0	6
MLH2	YLR035C	YLR035C_mRNA	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	1
MLP2	YIL149C	YIL149C_mRNA	protein_coding	0	3	1	2	0	0	0	1	0	0	0	0	3	2
MMS1	YPR164W	YPR164W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MMS22	YLR320W	YLR320W_mRNA	protein_coding	0	1	0	5	0	0	0	0	0	0	0	0	1	5
MNL2	YLR057W	YLR057W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
MNN10	YDR245W	YDR245W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MNN2	YBR015C	YBR015C_mRNA	protein_coding	0	7	1	14	5	0	0	1	0	0	0	0	7	9
MNR2	YKL064W	YKL064W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MNT2	YGL257C	YGL257C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MNT3	YIL014W	YIL014W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
MOB2	YFL034C-B	YFL034C-B_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MOG1	YJR074W	YJR074W_mRNA	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	10
MOT2	YER068W	YER068W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MPH2	YDL247W	YDL247W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MPO1	YGL010W	YGL010W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
MPT5	YGL178W	YGL178W_mRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0
MRC1	YCL061C	YCL061C_mRNA	protein_coding	0	9	5	36	22	0	0	5	0	0	0	0	9	14
MRP13	YGR084C	YGR084C_mRNA	protein_coding	0	3	0	9	4	0	0	0	0	0	0	0	3	5
MRPL1	YDR116C	YDR116C_mRNA	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	1
MRPL15	YLR312W-A	YLR312W-A_mRNA	protein_coding	0	0	0	16	4	0	0	0	0	0	0	0	0	12
MRPL23	YOR150W	YOR150W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MRPL24	YMR193W	YMR193W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MRPL25	YGR076C	YGR076C_mRNA	protein_coding	0	0	0	9	1	0	0	0	0	0	0	0	0	8
MRPL3	YMR024W	YMR024W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MRPL6	YHR147C	YHR147C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MRPS12	YNR036C	YNR036C_mRNA	protein_coding	0	2	0	2	0	0	0	0	0	0	0	0	2	2
MRPS17	YMR188C	YMR188C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MRPS35	YGR165W	YGR165W_mRNA	protein_coding	0	0	0	9	7	0	0	0	0	0	0	0	0	2
MRPS5	YBR251W	YBR251W_mRNA	protein_coding	0	0	0	17	17	0	0	0	0	0	0	0	0	0
MRS2	YOR334W	YOR334W_mRNA	protein_coding	0	1	0	8	5	0	0	0	0	0	0	0	1	3
MRX14	YDR115W	YDR115W_mRNA	protein_coding	0	0	1	5	1	0	0	1	0	0	0	0	0	4
MSA1	YOR066W	YOR066W_mRNA	protein_coding	0	0	2	3	3	0	0	2	0	0	0	0	0	0
MSC1	YML128C	YML128C_mRNA	protein_coding	0	4	0	19	5	0	0	0	0	0	0	0	4	14
MSC3	YLR219W	YLR219W_mRNA	protein_coding	0	2	1	4	0	0	0	1	0	0	0	0	2	4
MSH6	YDR097C	YDR097C_mRNA	protein_coding	0	0	1	4	3	0	0	1	0	0	0	0	0	1
MSL5	YLR116W	YLR116W_mRNA	protein_coding	0	3	0	21	13	0	0	0	0	0	0	0	3	8
MSN4	YKL062W	YKL062W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MSN5	YDR335W	YDR335W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MSP1	YGR028W	YGR028W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
MSS1	YMR023C	YMR023C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
MST1	YKL194C	YKL194C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
MST27	YGL051W	YGL051W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
MTC3	YGL226W	YGL226W_mRNA	protein_coding	0	0	2	14	8	0	0	2	0	0	0	0	0	6
MTC4	YBR255W	YBR255W_mRNA	protein_coding	0	5	3	23	18	0	0	3	0	0	0	0	5	5
MTC5	YDR128W	YDR128W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
MTE1	YGR042W	YGR042W_mRNA	protein_coding	0	5	5	34	17	0	0	5	0	0	0	0	5	17
MTH1	YDR277C	YDR277C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MTL1	YGR023W	YGR023W_mRNA	protein_coding	0	4	5	13	2	0	0	5	0	0	0	0	4	11
MTO1	YGL236C	YGL236C_mRNA	protein_coding	0	4	2	1	0	0	0	2	0	0	0	0	4	1
MTR3	YGR158C	YGR158C_mRNA	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	9
MUM2	YBR057C	YBR057C_mRNA	protein_coding	0	1	0	7	3	0	0	0	0	0	0	0	1	4
MUP1	YGR055W	YGR055W_mRNA	protein_coding	0	4	0	20	12	0	0	0	0	0	0	0	4	8
MXR1	YER042W	YER042W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MYO2	YOR326W	YOR326W_mRNA	protein_coding	0	5	1	4	4	0	0	1	0	0	0	0	5	0
MYO3	YKL129C	YKL129C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
MZM1	YDR493W	YDR493W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NAB6	YML117W	YML117W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NAF1	YNL124W	YNL124W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
NAG1	YGR031C-A	YGR031C-A_mRNA	protein_coding	0	0	0	6	3	0	0	0	0	0	0	0	0	3
NAM2	YLR382C	YLR382C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
NAM9	YNL137C	YNL137C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
NAT2	YGR147C	YGR147C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
NAT3	YPR131C	YPR131C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NCL1	YBL024W	YBL024W_mRNA	protein_coding	0	0	0	24	3	0	0	0	0	0	0	0	0	21
NCS6	YGL211W	YGL211W_mRNA	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	3
NCW2	YLR194C	YLR194C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NDC1	YML031W	YML031W_mRNA	protein_coding	0	6	1	41	22	0	0	1	0	0	0	0	6	19
NDD1	YOR372C	YOR372C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NDI1	YML120C	YML120C_mRNA	protein_coding	0	1	0	23	23	0	0	0	0	0	0	0	1	0
NDL1	YLR254C	YLR254C_mRNA	protein_coding	0	1	0	26	11	0	0	0	0	0	0	0	1	15
NEJ1	YLR265C	YLR265C_mRNA	protein_coding	0	1	3	33	20	0	0	3	0	0	0	0	1	13
NET1	YJL076W	YJL076W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
NGL3	YML118W	YML118W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NGR1	YBR212W	YBR212W_mRNA	protein_coding	0	1	0	5	1	0	0	0	0	0	0	0	1	4
NHP10	YDL002C	YDL002C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NHP6B	YBR089C-A	YBR089C-A_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
NIF3	YGL221C	YGL221C_mRNA	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0
NIT3	YLR351C	YLR351C_mRNA	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	0	4
NKP2	YLR315W	YLR315W_mRNA	protein_coding	0	0	0	9	5	0	0	0	0	0	0	0	0	4
NMA1	YLR328W	YLR328W_mRNA	protein_coding	0	1	0	5	5	0	0	0	0	0	0	0	1	0
NMA111	YNL123W	YNL123W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NMD4	YLR363C	YLR363C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
NMT1	YLR195C	YLR195C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NNF1	YJR112W	YJR112W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
NNF2	YGR089W	YGR089W_mRNA	protein_coding	0	0	2	10	5	0	0	2	0	0	0	0	0	5
NNT1	YLR285W	YLR285W_mRNA	protein_coding	0	2	1	43	23	0	0	1	0	0	0	0	2	20
NOG1	YPL093W	YPL093W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
NOP15	YNL110C	YNL110C_mRNA	protein_coding	0	1	0	24	9	0	0	0	0	0	0	0	1	15
NOP53	YPL146C	YPL146C_mRNA	protein_coding	0	0	0	8	5	0	0	0	0	0	0	0	0	3
NOP56	YLR197W	YLR197W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NOP7	YGR103W	YGR103W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NOP8	YOL144W	YOL144W_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
NOP9	YJL010C	YJL010C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
NPA3	YJR072C	YJR072C_mRNA	protein_coding	0	4	2	7	6	0	0	2	0	0	0	0	4	1
NPP1	YCR026C	YCR026C_mRNA	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0
NQM1	YGR043C	YGR043C_mRNA	protein_coding	0	4	1	42	28	0	0	1	0	0	0	0	4	14
NRG2	YBR066C	YBR066C_mRNA	protein_coding	0	0	0	7	3	0	0	0	0	0	0	0	0	4
NRK1	YNL129W	YNL129W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
NSR1	YGR159C	YGR159C_mRNA	protein_coding	0	0	0	10	1	0	0	0	0	0	0	0	0	9
NTA1	YJR062C	YJR062C_mRNA	protein_coding	0	4	3	11	5	0	0	3	0	0	0	0	4	6
NTE1	YML059C	YML059C_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
NTH1	YDR001C	YDR001C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
NTH2	YBR001C	YBR001C_mRNA	protein_coding	0	3	4	33	20	0	0	4	0	0	0	0	3	13
NUC1	YJL208C	YJL208C_mRNA	protein_coding	0	0	0	12	12	0	0	0	0	0	0	0	0	0
NUD1	YOR373W	YOR373W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
NUP116	YMR047C	YMR047C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
NUP188	YML103C	YML103C_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	1
NUP2	YLR335W	YLR335W_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	1
NUP57	YGR119C	YGR119C_mRNA	protein_coding	0	1	1	25	10	0	0	1	0	0	0	0	1	15
